Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
GMC Sierra 4WD Mud Terrain Tires,3,6,Auto-10,4WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,SGMXT03.0354,pickup,4,21,24,23,4,No,450
GMC Sierra 4WD Mud Terrain Tires,3,6,Auto-10,4WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,SGMXT03.0354,pickup,4,21,24,23,4,No,450
GMC Sierra 4WD Mud Terrain Tires,5.3,8,Auto-10,4WD,Ethanol/Gas,CA,L3ULEV70,California LEV-III ULEV70,SGMXT05.3387,pickup,4,11/15,14/19,12/17,3,No,512/524
GMC Sierra 4WD Mud Terrain Tires,5.3,8,Auto-10,4WD,Ethanol/Gas,FA,T3B70,Federal Tier 3 Bin 70,SGMXT05.3387,pickup,4,11/15,14/19,12/17,3,No,512/524
GMC Sierra 4WD Mud Terrain Tires,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,pickup,6,15,18,16,3,No,549
GMC Sierra 4WD Mud Terrain Tires,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,pickup,6,15,18,16,3,No,553
GMC Sierra 4WD Mud Terrain Tires,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,pickup,6,15,19,16,3,No,546
GMC Sierra 4WD Mud Terrain Tires,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,pickup,6,15,18,16,3,No,549
GMC Sierra 4WD Mud Terrain Tires,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,pickup,6,15,18,16,3,No,553
GMC Sierra 4WD Mud Terrain Tires,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,pickup,6,15,19,16,3,No,546
GMC Sierra 4WD Mud Terrain Tires,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT06.2375,pickup,5,14,17,15,2,No,593
GMC Sierra 4WD Mud Terrain Tires,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT06.2375,pickup,5,14,17,15,2,No,593
GMC Sierra AT4X,3,6,Auto-10,4WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,SGMXT03.0355,pickup,4,19,20,19,3,No,524
GMC Sierra AT4X,3,6,Auto-10,4WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,SGMXT03.0355,pickup,4,19,20,19,3,No,524
GMC Sierra AT4X,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT06.2375,pickup,5,14,16,15,2,No,601
GMC Sierra AT4X,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT06.2375,pickup,5,14,16,15,2,No,601
HONDA CR-V,1.5,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHNXT01.5M8T,small SUV,6,28,34,30,6,No,290
HONDA CR-V,1.5,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHNXT01.5M8T,small SUV,6,28,34,30,6,No,290
HONDA CR-V,1.5,4,CVT,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SHNXT01.5N7S,small SUV,5,26,31,28,6,No,312
HONDA CR-V,1.5,4,CVT,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SHNXT01.5N7S,small SUV,5,26,31,28,6,No,312
HONDA CR-V,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHNXT02.0PWC,small SUV,6,43,36,40,7,No,223
HONDA CR-V,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHNXT02.0PWC,small SUV,6,43,36,40,7,No,223
HONDA CR-V,2,4,CVT,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHNXT02.0PWC,small SUV,6,40,34,37,7,No,237
HONDA CR-V,2,4,CVT,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHNXT02.0PWC,small SUV,6,40,34,37,7,No,237
HONDA CR-V e-FCEV,-1,-1,Auto-1,2WD,Electricity/Hydrogen,FA,T3B0,Federal Tier 3 Bin 0,SHNXV00.0RRG,small SUV,10,94,79,87,10,Elite,0
HONDA CR-V e-FCEV,-1,-1,Auto-1,2WD,Electricity/Hydrogen,CA,ZEV,California ZEV,SHNXV00.0RRG,small SUV,10,94,79,87,10,Elite,0
HONDA Civic 4Dr,1.5,4,Man-6,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SHNXV01.5SDC,midsize car,5,27,37,31,6,No,285
HONDA Civic 4Dr,1.5,4,Man-6,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SHNXV01.5SDC,midsize car,5,27,37,31,6,No,285
HONDA Civic 4Dr,2,4,CVT,2WD,Gasoline,CA,OT,Other,SHNXV02.0GES,midsize car,6,50,47,49,8,Yes,181
HONDA Civic 4Dr,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHNXV02.0GES,midsize car,6,50,47,49,8,Yes,181
HONDA Civic 4Dr,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHNXV02.0JEK,midsize car,6,32,41,36,7,No,248
HONDA Civic 4Dr,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHNXV02.0JEK,midsize car,6,32,41,36,7,No,248
HONDA Civic 4Dr,2,4,SCV-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHNXV02.0JEK,midsize car,6,31,39,34,7,No,260
HONDA Civic 4Dr,2,4,SCV-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHNXV02.0JEK,midsize car,6,31,39,34,7,No,260
HONDA Civic 5Dr,2,4,Man-6,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SHNXV02.0TDC,large car,5,22,28,24,5,No,364
HONDA Civic 5Dr,2,4,Man-6,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SHNXV02.0TDC,large car,5,22,28,24,5,No,364
HONDA HR-V,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHNXV02.02EC,station wagon,6,26,32,28,6,No,311
HONDA HR-V,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHNXV02.02EC,station wagon,6,26,32,28,6,No,311
HONDA HR-V,2,4,CVT,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHNXV02.02EC,station wagon,6,25,30,27,5,No,326
HONDA HR-V,2,4,CVT,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHNXV02.02EC,station wagon,6,25,30,27,5,No,326
HONDA Odyssey,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SHNXT03.5R4C,minivan,4,19,28,22,5,No,395
HONDA Odyssey,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SHNXT03.5R4C,minivan,4,19,28,22,5,No,395
HONDA Passport,3.5,6,SemiAuto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SHNXT03.53TC,small SUV,4,19,24,21,4,No,416
HONDA Passport,3.5,6,SemiAuto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SHNXT03.53TC,small SUV,4,19,24,21,4,No,416
HONDA Pilot,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHNXV03.513D,small SUV,6,19,27,22,5,No,402
HONDA Pilot,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHNXV03.513D,small SUV,6,19,27,22,5,No,402
HONDA Pilot,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHNXV03.513D,standard SUV,6,19,25,21,4,No,415
HONDA Pilot,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHNXV03.513D,standard SUV,6,19,25,21,4,No,415
HONDA Pilot AWD Touring/Elite/Black,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHNXV03.513D,standard SUV,6,19,25,21,4,No,422
HONDA Pilot AWD Touring/Elite/Black,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHNXV03.513D,standard SUV,6,19,25,21,4,No,422
HONDA Pilot AWD TrailSport,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHNXV03.513D,standard SUV,6,18,23,20,4,No,444
HONDA Pilot AWD TrailSport,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHNXV03.513D,standard SUV,6,18,23,20,4,No,444
HONDA Ridgeline,3.5,6,SemiAuto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SHNXT03.53TC,pickup,4,18,24,21,4,No,441
HONDA Ridgeline,3.5,6,SemiAuto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SHNXT03.53TC,pickup,4,18,24,21,4,No,441
HONDA Ridgeline TrailSport,3.5,6,SemiAuto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SHNXT03.53TC,pickup,4,18,23,20,4,No,446
HONDA Ridgeline TrailSport,3.5,6,SemiAuto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SHNXT03.53TC,pickup,4,18,23,20,4,No,446
HYUNDAI Elantra,1.6,4,AMS-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SHYXV01.6CC7,midsize car,4,28,35,31,6,No,288
HYUNDAI Elantra,1.6,4,AMS-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SHYXV01.6CC7,midsize car,4,28,35,31,6,No,288
HYUNDAI Elantra,2,4,SCV-1,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXV02.0CE3,midsize car,6,30,39,34,7,No,263
HYUNDAI Elantra,2,4,SCV-1,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXV02.0CE3,midsize car,6,32,41,36,7,No,246
HYUNDAI Elantra,2,4,SCV-1,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXV02.0CE3,midsize car,6,30,39,34,7,No,263
HYUNDAI Elantra,2,4,SCV-1,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXV02.0CE3,midsize car,6,32,41,36,7,No,246
HYUNDAI Elantra Hybrid,1.6,4,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXV01.6C13,midsize car,6,49,52,50,8,Yes,177
HYUNDAI Elantra Hybrid,1.6,4,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXV01.6C13,midsize car,6,49,52,50,8,Yes,177
HYUNDAI Elantra Hybrid Blue,1.6,4,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXV01.6C13,midsize car,6,51,58,54,8,Yes,165
HYUNDAI Elantra Hybrid Blue,1.6,4,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXV01.6C13,midsize car,6,51,58,54,8,Yes,165
HYUNDAI Elantra N,2,4,AMS-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,SHYXV02.0CG8,midsize car,2,20,27,23,5,No,392
HYUNDAI Elantra N,2,4,AMS-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,SHYXV02.0CG8,midsize car,2,20,27,23,5,No,392
HYUNDAI Elantra N,2,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,SHYXV02.0CG8,midsize car,2,21,29,24,5,No,366
HYUNDAI Elantra N,2,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,SHYXV02.0CG8,midsize car,2,21,29,24,5,No,366
HYUNDAI Ioniq 5 N,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0W04,small SUV,10,84,72,78,10,Elite,0
HYUNDAI Ioniq 5 N,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0W04,small SUV,10,84,72,78,10,Elite,0
"HYUNDAI Ioniq 6 (18"" Wheels)",N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0201,midsize car,10,144,120,132,10,Elite,0
"HYUNDAI Ioniq 6 (18"" Wheels)",N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0201,midsize car,10,144,120,132,10,Elite,0
"HYUNDAI Ioniq 6 (18"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0202,midsize car,10,130,111,121,10,Elite,0
"HYUNDAI Ioniq 6 (18"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0202,midsize car,10,130,111,121,10,Elite,0
"HYUNDAI Ioniq 6 (20"" Wheels)",N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0201,midsize car,10,123,100,111,10,Elite,0
"HYUNDAI Ioniq 6 (20"" Wheels)",N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0201,midsize car,10,123,100,111,10,Elite,0
"HYUNDAI Ioniq 6 (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0202,midsize car,10,111,94,103,10,Elite,0
"HYUNDAI Ioniq 6 (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0202,midsize car,10,111,94,103,10,Elite,0
HYUNDAI Ioniq 6 Standard Range,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0200,midsize car,10,151,120,135,10,Elite,0
HYUNDAI Ioniq 6 Standard Range,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0200,midsize car,10,151,120,135,10,Elite,0
HYUNDAI Kona,1.6,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXT01.6KC3,small SUV,6,26,32,28,6,No,315
HYUNDAI Kona,1.6,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXT01.6KC3,small SUV,6,26,32,28,6,No,315
HYUNDAI Kona,1.6,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXT01.6KC3,small SUV,6,24,29,26,5,No,339
HYUNDAI Kona,1.6,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXT01.6KC3,small SUV,6,24,29,26,5,No,339
HYUNDAI Kona,2,4,SCV-1,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXT02.0KE3,small SUV,6,28,35,31,6,No,288
HYUNDAI Kona,2,4,SCV-1,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXT02.0KE3,small SUV,6,29,34,31,6,No,284
HYUNDAI Kona,2,4,SCV-1,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXT02.0KE3,small SUV,6,28,35,31,6,No,288
HYUNDAI Kona,2,4,SCV-1,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXT02.0KE3,small SUV,6,29,34,31,6,No,284
HYUNDAI Kona,2,4,SCV-1,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXT02.0KE3,small SUV,6,26,29,27,5,No,323
HYUNDAI Kona,2,4,SCV-1,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXT02.0KE3,small SUV,6,27,29,28,6,No,319
HYUNDAI Kona,2,4,SCV-1,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXT02.0KE3,small SUV,6,26,29,27,5,No,323
HYUNDAI Kona,2,4,SCV-1,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXT02.0KE3,small SUV,6,27,29,28,6,No,319
"HYUNDAI Kona Electric (17"" Wheels)",N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0K01,small SUV,10,129,103,116,10,Elite,0
"HYUNDAI Kona Electric (17"" Wheels)",N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0K01,small SUV,10,129,103,116,10,Elite,0
"HYUNDAI Kona Electric (19"" Wheels)",N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0K01,small SUV,10,113,93,103,10,Elite,0
"HYUNDAI Kona Electric (19"" Wheels)",N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0K01,small SUV,10,113,93,103,10,Elite,0
HYUNDAI Kona Electric Standard Range,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0K00,small SUV,10,131,105,118,10,Elite,0
HYUNDAI Kona Electric Standard Range,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0K00,small SUV,10,131,105,118,10,Elite,0
HYUNDAI Palisade,3.8,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SHYXT03.8NL5,small SUV,5,19,26,22,5,No,403
HYUNDAI Palisade,3.8,6,SemiAuto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SHYXT03.8NL5,small SUV,5,19,26,22,5,No,403
HYUNDAI Palisade,3.8,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SHYXT03.8NL5,small SUV,5,19,24,21,4,No,420
HYUNDAI Palisade,3.8,6,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SHYXT03.8NL5,small SUV,5,19,24,21,4,No,420
HYUNDAI Santa Cruz,2.5,4,AMS-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXT02.5VP3,small SUV,6,19,27,22,5,No,406
HYUNDAI Santa Cruz,2.5,4,AMS-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXT02.5VP3,small SUV,6,19,27,22,5,No,406
HYUNDAI Santa Cruz,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXT02.5VR3,small SUV,6,22,30,25,5,No,356
HYUNDAI Santa Cruz,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXT02.5VR3,small SUV,6,22,30,25,5,No,356
HYUNDAI Santa Cruz,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXT02.5VR3,small SUV,6,21,29,24,5,No,367
HYUNDAI Santa Cruz,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXT02.5VR3,small SUV,6,21,29,24,5,No,367
HYUNDAI Santa Fe,2.5,4,AMS-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXT02.5MP3,small SUV,6,20,29,24,5,No,376
HYUNDAI Santa Fe,2.5,4,AMS-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXT02.5MP3,small SUV,6,20,29,24,5,No,376
HYUNDAI Santa Fe,2.5,4,AMS-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXT02.5MP3,small SUV,6,20,28,23,5,No,390
HYUNDAI Santa Fe,2.5,4,AMS-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXT02.5MP3,small SUV,6,20,28,23,5,No,390
HYUNDAI Santa Fe Hybrid,1.6,4,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXV01.6M13,small SUV,6,36,35,36,7,No,249
HYUNDAI Santa Fe Hybrid,1.6,4,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXV01.6M13,small SUV,6,36,35,36,7,No,249
HYUNDAI Santa Fe Hybrid,1.6,4,AMS-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXV01.6M13,small SUV,6,35,34,34,7,No,258
HYUNDAI Santa Fe Hybrid,1.6,4,AMS-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXV01.6M13,small SUV,6,35,34,34,7,No,258
HYUNDAI Santa Fe XRT,2.5,4,AMS-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXT02.5MP3,small SUV,6,19,26,22,5,No,409
HYUNDAI Santa Fe XRT,2.5,4,AMS-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXT02.5MP3,small SUV,6,19,26,22,5,No,409
HYUNDAI Santa Fe XRT,2.5,4,AMS-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXT02.5VP3,small SUV,6,18,26,21,4,No,419
HYUNDAI Santa Fe XRT,2.5,4,AMS-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXT02.5VP3,small SUV,6,18,26,21,4,No,419
HYUNDAI Sonata,2.5,4,AMS-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SHYXV02.5EP7,large car,4,23,32,27,5,No,333
HYUNDAI Sonata,2.5,4,AMS-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SHYXV02.5EP7,large car,4,23,32,27,5,No,333
HYUNDAI Sonata,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXV02.5ER3,large car,6,25,36,29,6,No,305
HYUNDAI Sonata,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXV02.5ER3,large car,6,28,38,32,6,No,281
HYUNDAI Sonata,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXV02.5ER3,large car,6,25,36,29,6,No,305
HYUNDAI Sonata,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXV02.5ER3,large car,6,28,38,32,6,No,281
HYUNDAI Sonata,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXV02.5ER3,large car,6,25,34,28,6,No,316
HYUNDAI Sonata,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXV02.5ER3,large car,6,25,34,28,6,No,316
HYUNDAI Sonata Hybrid,2,4,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXV02.0E13,large car,6,44,51,47,8,Yes,188
HYUNDAI Sonata Hybrid,2,4,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXV02.0E13,large car,6,44,51,47,8,Yes,188
HYUNDAI Tuscon,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXT02.5LR3,small SUV,6,25,33,28,6,No,322
HYUNDAI Tuscon,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXT02.5LR3,small SUV,6,25,33,28,6,No,322
HYUNDAI Tuscon,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXT02.5LR3,small SUV,6,24,30,26,5,No,339
HYUNDAI Tuscon,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXT02.5LR3,small SUV,6,24,30,26,5,No,339
HYUNDAI Tuscon Hybrid,1.6,4,AMS-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXT01.6L13,small SUV,6,35,35,35,7,No,253
HYUNDAI Tuscon Hybrid,1.6,4,AMS-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXT01.6L13,small SUV,6,35,35,35,7,No,253
HYUNDAI Tuscon Hybrid Blue,1.6,4,AMS-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXT01.6L13,small SUV,6,38,38,38,7,No,234
HYUNDAI Tuscon Hybrid Blue,1.6,4,AMS-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXT01.6L13,small SUV,6,38,38,38,7,No,234
HYUNDAI Tuscon Plug-in Hybrid,1.6,4,AMS-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SHYXT01.6L2T,small SUV,6,35/80,35/73,35/77,9,Yes,103
HYUNDAI Tuscon Plug-in Hybrid,1.6,4,AMS-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SHYXT01.6L2T,small SUV,6,35/80,35/73,35/77,9,Yes,103
INFINITI QX55,2,4,SCV-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SNSXT02.0AVC,small SUV,5,22,28,25,5,No,366
INFINITI QX55,2,4,SCV-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SNSXT02.0AVC,small SUV,5,22,28,25,5,No,366
INFINITI QX60,2,4,SemiAuto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SNSXT02.0AVD,standard SUV,5,22,28,24,5,No,371
INFINITI QX60,2,4,SemiAuto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SNSXT02.0AVD,standard SUV,5,22,28,24,5,No,371
INFINITI QX60,2,4,SemiAuto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SNSXT02.0AVD,standard SUV,5,22,27,24,5,No,377
INFINITI QX60,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SNSXT02.0AVD,standard SUV,5,22,27,24,5,No,377
INFINITI QX80,3.5,6,SemiAuto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SNSXT03.5AWA,standard SUV,5,16,20,18,4,No,504
INFINITI QX80,3.5,6,SemiAuto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SNSXT03.5AWA,standard SUV,5,16,20,18,4,No,504
INFINITI QX80,3.5,6,SemiAuto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SNSXT03.5AWA,standard SUV,5,16,19,17,3,No,522
INFINITI QX80,3.5,6,SemiAuto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SNSXT03.5AWA,standard SUV,5,16,19,17,3,No,522
JAGUAR F-Pace,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SJLXJ02.0RTX,small SUV,6,22,27,24,5,No,376
